Nothing,Left,Main,Right
18.87725,18.717028,18.525848,18.370974
18.360926,18.059374,17.94844,18.249502
16.212864,16.368399,16.01525,15.808032
18.936432,18.98675,18.737589,18.212984
17.58175,17.623278,17.275118,16.846119
17.052006,17.018028,16.662977,16.468311
16.730986,16.641397,16.316181,16.305174
16.2786,15.985352,15.608195,16.275457
14.03591,14.175482,13.633098,13.692224
14.026785,14.125835,13.546651,13.788209
12.684992,13.267666,12.485379,12.054924
14.8665695,15.377783,14.652171,13.948802
17.290178,17.767382,17.191278,16.150402
20.421646,20.741219,20.39412,19.24741
23.628504,23.702124,23.588596,22.470808
26.810167,26.58895,26.652224,25.699045
28.756517,28.313723,28.58718,27.779314
29.791973,29.174738,29.75303,29.100594
26.808481,26.170208,26.557667,26.170181
27.378067,26.542402,27.34557,27.065056
25.160719,24.322058,25.09726,24.947401
23.501173,22.580622,23.495888,23.47703
19.636263,18.572794,19.536415,19.747885
16.027235,14.794741,15.940087,16.495033
16.250065,15.235582,16.319643,16.520332
13.055244,11.888771,13.065711,13.549439
11.525898,10.349971,11.606014,12.096679
11.9591875,10.957917,12.162003,12.358945
10.615533,9.597986,10.875783,11.0365095
10.490762,9.372602,10.707748,11.132453
11.442461,10.569982,11.741989,11.769086
11.417209,10.50345,11.736918,11.872349
10.735399,9.750618,11.03226,11.354886
9.872386,8.653746,10.049972,10.819313
9.589266,8.68214,9.785405,10.071369
9.940534,9.327667,10.260666,10.216715
9.770327,9.138337,10.078098,10.051049
8.568151,7.84833,8.725556,8.856801
8.196056,7.4652696,8.389722,8.610648
8.086982,7.2103896,8.270049,8.782811
6.9836946,6.5081525,7.1990376,7.341855
6.6109157,6.1232524,6.806346,6.982844
6.6717896,6.0285907,6.856821,7.3802457
5.596876,5.3689675,5.713751,5.9768877
5.493384,5.0251985,5.54518,6.395355
4.4764414,4.3639913,4.439588,4.990714
5.345489,5.3730025,5.4139304,5.6383414
4.9724064,4.8937125,4.9659615,5.5023074
5.7374997,5.7918305,5.8407393,6.015926
5.8864613,5.957853,5.995275,6.1270123
5.616714,5.5772996,5.647297,6.0977025
6.4952865,6.207083,6.3959837,7.47636
5.5038466,5.6316056,5.5288644,6.0649385
6.0625253,6.391256,6.1864123,6.2563753
5.798176,6.073772,5.839219,6.0719523
5.5772967,5.8417497,5.5247645,5.781671
6.3196073,6.541899,6.3116665,6.698509
6.70612,6.847734,6.028797,7.096387
6.3191133,6.6416173,6.2005095,6.456256
7.186845,7.5738997,6.1613116,7.1203775
7.857528,8.153647,7.632502,7.6754713
8.46315,8.83103,7.7814784,8.154558
9.534811,9.808737,9.352077,9.076758
11.437201,11.632072,11.395211,10.725219
13.343305,13.468955,13.452612,12.558114
15.590251,15.603299,15.847467,14.873691
18.020533,17.842945,18.40187,17.406567
20.24502,19.962294,20.649017,19.76529
21.66521,21.262936,22.038956,21.392025
20.129124,19.712957,20.455067,19.964748
17.288372,16.81267,17.606724,17.265806
14.740472,14.19648,15.07242,14.797982
12.028184,11.440216,12.354887,12.211673
10.049822,9.392074,10.354784,10.36879
8.750721,8.046763,9.096753,9.200061
8.671136,7.7500396,8.997192,9.581074
7.766573,6.8358207,8.149489,8.793739
6.658542,5.7380214,7.0462723,7.6638765
7.2505264,6.1521955,7.606055,8.5813265
7.998622,6.6594396,8.264297,9.732215
5.5556936,4.593966,6.0389647,7.0265245
5.6267433,4.5429816,6.0912094,7.305392
3.608034,2.8385117,4.1612616,4.9731383
4.5426097,3.4900076,4.9765034,6.340357
3.2101858,2.4619915,3.7121758,4.6659226
3.581519,2.7885602,4.132401,5.205146
2.7761142,2.3360207,3.315012,3.956025
3.103565,2.4115422,3.4282203,4.5931497
2.0323017,1.7109245,2.3870115,3.207896
0.777763,0.8634552,0.97726834,1.576225
1.5721241,1.6245826,1.7986461,2.5156367
2.051916,2.0621016,2.2585087,3.034054
2.8127382,2.6336482,2.8694272,4.048309
2.179712,2.3300269,2.2848778,2.9989727
2.8547552,2.9187071,2.9191513,3.7619092
1.8926054,2.4395373,2.2286558,2.4759738
2.4184759,2.8457968,2.6387305,3.1131556
2.3605554,2.7612116,2.2268667,2.8712199
4.786488,5.0521035,3.35083,5.0007086
2.860132,3.6440928,2.5012093,2.6978185
6.0280643,6.6409597,4.5089526,5.484132
3.6824949,5.0038247,3.4744654,2.9019668
4.7493787,6.246121,4.660662,3.8490698
8.360351,9.675701,7.1173534,6.8786793
13.350642,14.366136,10.796017,11.457328
10.256502,12.1215515,9.340918,8.306062
7.9231534,10.692707,8.623643,5.8587017
9.158966,12.339993,10.058058,6.834956
8.718864,12.496298,10.0127325,6.24422
9.160133,13.271525,10.036464,6.3144403
11.708034,15.843414,11.662694,8.392234
16.601854,20.485586,14.833426,12.566774
15.921718,20.240097,15.180251,12.285087
16.045258,20.56523,16.162996,12.913664
18.323103,22.889017,16.999893,14.359866
18.499155,23.2488,17.976318,15.092536
18.897787,23.427698,18.93072,15.971923
18.941572,23.331322,19.464798,16.421085
19.500181,23.646254,20.163124,17.10365
20.409597,24.321222,21.345345,18.112146
22.491636,26.003687,23.333935,20.104473
25.211752,28.30913,25.861288,22.770044
28.698252,31.400515,29.290096,26.252064
32.461903,34.83262,33.049164,30.081089
36.106888,38.1009,36.86428,33.863503
40.0003,41.374115,40.91525,37.828213
43.609753,44.372593,44.62995,41.454407
46.83876,46.741394,48.00743,44.654316
50.865955,49.352314,52.451923,49.083515
48.364372,47.54933,49.548588,46.470417
51.1445,48.589718,53.284206,50.358223
49.208412,47.019424,51.21963,48.405735
45.493763,43.72814,47.228138,44.59448
40.22096,39.380226,41.392937,38.885098
40.402092,38.27246,42.678455,40.36913
37.643837,35.503254,39.881413,37.65215
2.6987627,5.7402787,24.869251,15.336419
4.4689975,8.429924,24.425007,17.306782
3.5861204,8.354727,21.03387,16.402
2.0345104,-0.9002615,9.241252,5.2189655
-1.8643888,-4.4542265,5.262908,1.5035846
-7.7488246,-10.036251,-0.82831275,-4.1336746
-8.485857,-10.62571,-1.9383873,-4.808546
36.410645,35.140327,36.768993,33.442204
37.583267,36.9612,38.28655,34.739838
32.371346,31.089806,31.405989,27.205147
30.48147,30.446508,33.318035,28.733797
22.114119,24.432257,26.699266,21.515736
16.517836,19.424688,21.462097,15.801127
11.943401,14.510588,16.262594,10.815477
10.184965,9.938572,5.104056,7.503704
11.882275,10.581255,7.3234053,11.119243
11.643532,9.324498,9.450691,11.778977
7.8292356,5.8182874,8.267611,8.11007
8.340577,6.8541026,6.7457047,8.339935
3.1164405,2.5560105,2.8866467,2.9634187
2.6499689,1.8729318,3.1924515,2.8991835
19.84844,19.251541,17.403584,14.073285
16.457853,15.964213,14.594659,10.752714
17.146101,16.46559,16.032526,11.933818
19.344477,18.521734,19.03048,14.766498
20.918404,20.201824,21.931108,17.153782
15.12221,2.2677138,5.554583,6.0859375
12.884756,0.2259687,3.0715485,3.5986946
7.740734,-4.084951,-1.5653981,-1.0526507
5.6354756,-5.45781,-3.7585983,-2.7216694
5.774756,-4.880717,-3.899963,-2.4572222
8.903268,-2.969733,-0.7390584,0.010028135
10.328062,-1.8350674,0.6355039,1.3735559
9.69133,-2.4535882,0.12225638,0.80033135
9.018676,-3.1082141,-0.4220537,0.17732884
8.344743,-3.764324,-0.966421,-0.44744325
7.993091,-4.1034245,-1.2506913,-0.7738211
7.9969974,-4.0995965,-1.2476119,-0.76984954
8.119774,-3.982024,-1.148992,-0.6557481
8.198256,-3.9068964,-1.0859326,-0.5829208
8.209357,-3.8962858,-1.077001,-0.5726721
8.191078,-3.9137905,-1.0916814,-0.5896704
8.175608,-3.9286048,-1.1041068,-0.6040323
8.171484,-3.9325492,-1.1074265,-0.60785365
8.173838,-3.930292,-1.1055373,-0.60566306
8.176704,-3.92755,-1.1032375,-0.60300183
8.177803,-3.9264972,-1.1023477,-0.60197854
8.177584,-3.92671,-1.1025313,-0.60218596
8.177076,-3.9271944,-1.1029357,-0.60265803
8.176825,-3.9274347,-1.1031407,-0.6028917
8.176818,-3.9274404,-1.1031455,-0.602896
8.17691,-3.927348,-1.1030682,-0.60280776
8.176968,-3.9272964,-1.1030225,-0.60275483
8.176971,-3.9272954,-1.1030201,-0.6027529
8.176968,-3.9272954,-1.1030201,-0.6027553
8.1769495,-3.9273164,-1.1030425,-0.6027787
8.17694,-3.927324,-1.1030477,-0.60278535
8.176934,-3.927326,-1.1030501,-0.6027882
8.176939,-3.927326,-1.1030482,-0.6027887
63.13243,63.4312,55.73541,59.836998
62.587997,62.748226,55.738514,59.489285
62.088314,62.14142,55.85706,59.262657
61.044506,60.973595,55.468555,58.561604
60.996883,60.97358,56.3046,58.7601
60.723602,60.789497,56.712894,58.74233
60.53611,60.684135,57.155888,58.789684
60.95438,61.111168,58.115345,59.397152
61.58596,61.71939,59.257076,60.1982
61.341362,61.362698,59.433437,60.23399
61.9875,61.99241,60.489983,61.04545
62.960182,62.99488,61.57668,62.092678
63.92015,63.971806,62.664234,63.135254
65.012764,65.086464,63.880486,64.30334
66.1909,66.28988,65.1699,65.541245
67.519,67.633675,66.59832,66.919495
69.04383,69.16186,68.172676,68.464355
70.99276,71.100945,70.12031,70.416405
72.888535,72.98912,72.01992,72.310135
74.98497,75.08063,74.11734,74.4011
77.160255,77.253586,76.291565,76.56562
79.27668,79.36874,78.4142,78.67399
81.359146,81.44751,80.50249,80.75082
83.35506,83.43391,82.49648,82.749466
85.25073,85.319626,84.40382,84.658875
82.15165,82.20299,81.31729,81.57892
83.98615,84.01592,83.17057,83.43642
80.58333,80.61926,79.78564,80.05612
82.61166,82.62274,81.82208,82.09954
82.18712,82.21129,81.42725,81.67636
81.282906,81.28772,80.525665,80.8221
83.19666,83.18746,82.46952,82.76084
80.13359,80.13832,79.43314,79.70645
82.110405,82.0952,81.43433,81.706085
80.53901,80.56456,79.91243,80.10784
79.13113,79.19682,78.54458,78.71165
81.19758,81.24014,80.622734,80.77871
83.05361,83.08555,82.51198,82.64722
81.18843,81.25375,80.65861,80.79977
83.07715,83.125565,82.582306,82.69509
81.66616,81.81555,81.191414,81.27419
80.40483,80.56966,79.93925,80.038345
78.74089,79.01717,78.3108,78.372635
76.227325,76.461555,75.80651,75.914085
78.331215,78.550064,77.90892,78.01207
80.20399,80.41309,79.810234,79.88833
78.376205,78.60836,77.98669,78.07997
75.52009,75.863686,75.177284,75.235535
77.47214,77.80827,77.13389,77.18233
79.32116,79.65959,79.00938,79.03254
77.3989,77.75803,77.09688,77.135056
79.14053,79.50325,78.86,78.87981
80.948265,81.34575,80.68959,80.66972
83.05185,83.473854,82.803246,82.737015
81.886925,82.26604,81.65646,81.62387
83.98619,84.36045,83.74882,83.68477
86.0413,86.40453,85.80899,85.71153
83.15941,83.4884,82.94002,82.89781
85.18062,85.49247,84.98282,84.89898
81.37168,81.75871,81.140045,81.07552
79.82786,80.20086,79.604485,79.56233
78.79284,79.16049,78.5745,78.54041
74.98895,75.31844,74.7771,74.815796
74.41364,74.76564,74.1972,74.21924
72.45517,72.77781,72.25458,72.31089
68.8416,69.11969,68.67584,68.79723
71.02427,71.28776,70.85693,70.93828
73.14941,73.403824,72.98748,73.02012
72.12069,72.448296,71.931465,71.92388
69.714745,70.08282,69.501335,69.504295
67.98363,68.27358,67.7967,67.864944
66.47425,66.7459,66.28496,66.382416
63.718475,64.04816,63.518543,63.62131
62.15838,62.437725,61.99744,62.13562
58.254425,58.516815,58.117985,58.276897
55.907936,56.150715,55.784573,55.949097
55.78088,56.004143,55.647022,55.819107
53.645184,53.85355,53.515827,53.696476
53.30732,53.54075,53.13468,53.313183
51.05774,51.25187,50.906452,51.100143
49.043648,49.184845,48.922848,49.1352
47.19526,47.261177,47.095333,47.33962
45.30983,45.342712,45.223953,45.44396
44.137978,44.14935,44.060127,44.208984
42.87349,42.84588,42.78733,42.87382
41.672165,41.58477,41.576725,41.67692
39.87201,39.708908,39.779015,39.89613
41.86915,41.99987,41.905094,41.909634
41.13683,41.218,41.15013,41.21488
40.29115,40.34999,40.25581,40.282482
39.49153,39.513916,39.41766,39.458645
38.31682,38.28306,38.22781,38.28861
37.182667,37.112198,37.070446,37.11283
38.865883,38.99274,38.81251,38.874935
37.644367,37.733177,37.559666,37.60352
37.544495,37.616955,37.454395,37.508682
37.75473,37.803596,37.668736,37.735245
35.489586,35.45685,35.369778,35.42672
36.916077,37.09201,36.847393,36.94329
35.303364,35.364464,35.19079,35.35027
36.338722,36.217308,36.084587,36.316395
35.27664,35.09896,34.836914,35.251266
36.871254,36.928936,36.74684,36.87885
34.72777,34.69169,34.43914,34.709408
36.04883,36.332466,35.966183,36.180183
34.735813,34.997017,34.62402,34.831703
35.971703,36.053703,35.792522,35.948757
34.859467,34.8745,34.603535,34.823513
33.15692,33.08763,32.606113,33.12332
34.49976,34.486122,34.174644,34.4456
33.68881,33.602913,33.133286,33.6679
35.299835,35.277386,34.960808,35.24562
32.9042,32.750107,32.152897,32.8991
34.544098,34.452843,33.994354,34.498974
32.102375,31.920847,31.259846,32.091976
33.721687,33.91012,33.482933,33.714924
34.973915,35.016327,34.66325,34.911434
33.169792,33.082703,32.445305,33.125652
34.297775,34.073257,33.450806,34.216343
34.248875,34.014317,33.394207,34.164097
33.527267,33.24494,32.55681,33.470707
33.132305,32.75851,31.993881,33.14654
35.23321,35.195763,34.64409,35.10359
34.96795,34.893677,34.246574,34.81325
35.585197,35.50878,34.844395,35.381187
34.490616,34.33601,33.462257,34.28296
35.910774,35.52974,34.605545,35.78845
34.565205,34.142082,33.13736,34.50158
35.849377,35.70115,34.87891,35.59196
37.06036,36.768394,35.85469,36.83453
39.310875,38.82359,37.891483,39.17407
41.133038,40.665657,39.82195,40.957993
43.259384,42.822544,42.122715,43.050488
45.496723,45.09702,44.53906,45.244526
47.708733,47.345253,46.915665,47.400356
49.90118,49.563194,49.115993,49.576756
51.966965,51.652695,51.171562,51.63602
53.83529,53.559147,53.05737,53.524498
55.532825,55.27735,54.81578,55.28859
57.370266,57.12783,56.67881,57.16876
57.20937,57.003258,56.58456,56.926277
59.060783,58.863415,58.440865,58.80474
61.01615,60.82167,60.401623,60.78874
63.232124,62.99079,62.629025,63.05775
62.828293,62.53024,62.232487,62.675816
61.682426,61.367558,61.114086,61.511288
58.84616,58.642166,58.30508,58.57996
60.885612,60.630375,60.37708,60.694508
63.04097,62.72843,62.56514,62.93142
65.00662,64.66249,64.57981,64.966415
66.87554,66.51493,66.50136,66.875755
66.74606,66.401344,66.40512,66.73873
68.533966,68.18254,68.24671,68.55197
65.87606,65.4848,65.57174,65.87846
67.68891,67.28947,67.43887,67.718124
67.23564,66.809975,67.00444,67.27181
68.96303,68.52599,68.79528,69.03421
65.99681,65.58187,65.81701,66.01678
67.76028,67.338524,67.6376,67.80748
69.37794,68.95707,69.330086,69.45833
65.74254,65.27306,65.63561,65.78664
67.45167,66.98027,67.416794,67.52377
64.64957,64.04603,64.55857,64.74313
66.430695,65.83274,66.41878,66.550354
64.86824,64.2671,64.85566,64.98282
62.822357,62.262505,62.798073,62.901638
60.761215,60.28033,60.75066,60.806385
62.690323,62.196915,62.742485,62.76489
59.99147,59.552216,60.04336,60.029144
57.40956,57.002274,57.46408,57.40931
59.198643,58.790977,59.323624,59.231297
57.01281,56.50217,57.082596,57.02794
58.837704,58.332283,58.978886,58.88389
58.22098,57.801414,58.430393,58.255924
55.869137,55.41601,56.052532,55.872158
57.597984,57.167725,57.853886,57.62132
57.160088,56.723587,57.43801,57.173206
56.17364,55.70187,56.43763,56.15848
57.898724,57.47022,58.244236,57.886265
54.331074,53.94797,54.645027,54.26337
56.01719,55.681267,56.429,55.957794
53.712,53.27559,54.00838,53.570377
55.391624,55.004948,55.80212,55.27396
55.118908,54.862118,55.655983,55.003315
54.91615,54.6957,55.523613,54.77907
54.471867,54.282505,55.131985,54.29452
51.25043,51.105217,51.74978,50.97128
48.56627,48.567924,48.9185,48.202152
49.879738,49.90971,50.461533,49.497852
46.300804,46.213562,46.495724,45.9383
47.74413,47.66216,48.14587,47.339565
45.10101,44.949654,45.26462,44.748203
46.70569,46.540638,47.072323,46.3042
43.041565,42.784092,43.07987,42.683334
44.69466,44.41991,44.9336,44.31832
42.47453,42.288334,42.629295,42.09419
39.6966,39.613037,39.712257,39.285175
42.05906,41.67235,42.07045,41.760334
41.87893,41.4491,41.912533,41.58256
40.05831,39.62094,39.958775,39.751205
38.81174,38.35196,38.61,38.497074
38.156418,37.789726,37.91321,37.804577
36.024178,35.594574,35.68476,35.694542
38.480877,37.69249,38.087276,38.336212
40.731102,39.600006,40.358124,40.859325
40.053078,38.947655,39.678165,40.182274
39.587715,38.489334,39.226406,39.745274
40.284973,39.34878,40.144928,40.336487
38.927227,37.977356,38.724377,39.04531
37.664757,36.686447,37.363834,37.821995
38.96372,37.967407,38.807446,39.13091
38.369034,37.35549,38.24935,38.538105
39.14852,38.101547,39.063667,39.36601
39.541176,38.460335,39.433414,39.815304
38.070633,36.94831,37.78596,38.378407
39.116898,37.99216,38.994003,39.441
40.472836,39.337643,40.48883,40.793743
38.68551,37.52791,38.619957,39.026184
40.019245,38.865967,40.086063,40.35744
38.42428,37.20002,38.297054,38.77981
39.526726,38.328884,39.5613,39.892498
40.789906,39.602703,40.981556,41.172813
41.429367,40.249096,41.631084,41.737278
40.05223,38.836914,40.10879,40.39008
41.0205,39.821964,41.216312,41.280636
38.839394,37.583076,38.893143,39.202267
39.62309,38.383102,39.886967,40.001446
39.784237,38.5157,40.05639,40.112816
39.827763,38.520233,40.076332,40.1305
39.747585,38.420586,40.05659,40.03903
40.139233,38.766872,40.172523,40.358646
40.856888,39.486023,41.06842,40.964565
40.9233,39.554626,40.912437,40.991917
40.70536,39.7329,40.973907,40.61743
39.023712,38.077602,39.098785,39.060535
37.768585,37.28638,38.140793,37.55872
37.064808,36.54277,37.48747,36.85938
35.527626,35.035187,35.902515,35.342422
33.287956,32.69889,33.601566,33.328045
26.009113,8.250078,13.648218,14.628291
28.76642,12.236673,17.334072,19.2574
31.77838,15.8647785,19.757507,22.84698
28.333498,12.70865,17.345716,17.971004
22.351341,8.283967,11.557511,13.997663
19.736523,6.6762443,9.028642,12.879029
18.67513,5.0115943,7.8978157,11.007873
17.807283,3.5899127,7.159543,9.354449
18.0748,3.441414,7.6077967,8.954701
16.407068,2.0155013,6.2056932,7.6531525
16.778658,3.5649226,6.6159286,9.002776
27.878153,25.425299,27.18727,30.452225
26.491837,24.515642,26.14795,28.777847
25.411295,23.854034,25.436623,27.32509
16.355587,10.739596,20.324802,20.624289
12.229276,-2.0211284,1.9247199,3.2162569
11.748365,-2.510349,1.4753515,2.6699302
10.93903,-3.2395742,0.70699036,1.9173267
9.896158,-4.1302123,-0.2641257,1.0305202
8.696521,-5.1631207,-1.3853062,0.062333833
7.6916347,-5.997701,-2.341691,-0.7191174
6.823137,-6.7266183,-3.1700277,-1.4151309
8.579608,-5.41353,-1.4276694,-0.4720614
8.204941,-5.7404675,-1.770563,-0.8364632
7.8895173,-5.998079,-2.0598583,-1.13637
7.5997577,-6.23916,-2.3201132,-1.4147475
7.3508906,-6.441959,-2.5358171,-1.6553214
7.165626,-6.578814,-2.6857786,-1.8304436
7.0130153,-6.6829114,-2.8063278,-1.9713004
6.875694,-6.7729316,-2.9144497,-2.0984623
6.7537007,-6.8488374,-3.010129,-2.2119048
6.64484,-6.9125123,-3.0957165,-2.3142502
6.539182,-6.9725003,-3.1819172,-2.4173806
6.4489045,-7.0183263,-3.2555952,-2.5067112
6.3656096,-7.0553346,-3.3228493,-2.5900834
6.3083053,-7.0617414,-3.3607006,-2.6443007
6.266872,-7.053743,-3.385747,-2.6843073
6.2413335,-7.0313163,-3.3979702,-2.7100737
6.231664,-6.994491,-3.3973866,-2.721639
6.2378526,-6.943271,-3.384018,-2.7189996
6.2584453,-6.8784375,-3.3590097,-2.7039607
6.288774,-6.8024974,-3.326088,-2.6822903
6.3299956,-6.7166667,-3.2858334,-2.6515238
6.3745847,-6.627705,-3.2464895,-2.6194127
6.4520974,-6.506949,-3.179658,-2.5548503
6.587295,-6.329102,-3.0639458,-2.431372
6.737764,-6.1374955,-2.9359865,-2.2943037
6.86552,-5.964972,-2.8220673,-2.1810768
7.03248,-5.771971,-2.6762352,-2.0326269
7.234285,-5.554442,-2.4946165,-1.8414257
7.628694,-5.1461205,-2.127448,-1.4448903
7.9795914,-4.785663,-1.802596,-1.1029446
8.197627,-4.5537477,-1.594982,-0.8964994
8.359137,-4.3745484,-1.4423913,-0.74640775
8.4801235,-4.237679,-1.3403214,-0.6429179
8.601549,-4.1010394,-1.2436131,-0.54171205
8.68247,-4.001968,-1.1825284,-0.46001935
8.789261,-3.874708,-1.0855206,-0.3409531
8.886341,-3.7278936,-0.98202026,-0.23377965
8.829408,-3.7274368,-0.9956435,-0.27611327
8.804664,-3.6908824,-0.97664154,-0.27875066
8.802013,-3.631911,-0.9389533,-0.2512486
8.789347,-3.58273,-0.9139222,-0.2329881
8.968329,-3.3156526,-0.67019165,-0.017865408
9.320351,-2.9500997,-0.3749727,0.31676745
9.495874,-2.7769363,-0.24094094,0.48028302
9.480597,-2.792096,-0.25249088,0.46560645
9.4108,-2.860709,-0.30535114,0.39994693
9.370433,-2.9003475,-0.33593166,0.3620789
9.366873,-2.903817,-0.33863628,0.35879207
9.377683,-2.8931863,-0.33044612,0.36897206
9.385847,-2.8851678,-0.3242625,0.37663436
9.387645,-2.8834035,-0.3228954,0.3783157
9.386152,-2.8848722,-0.3240298,0.37690616
9.384614,-2.8863866,-0.32519805,0.37546325
9.384099,-2.886894,-0.32558239,0.37498212
9.384259,-2.8867347,-0.32546508,0.37513137
9.384533,-2.8864686,-0.32526004,0.37538838
9.384663,-2.886336,-0.325158,0.3755095
9.384657,-2.8863456,-0.32516134,0.37550426
9.384599,-2.886402,-0.32520616,0.3754499
9.384577,-2.886421,-0.32522333,0.37543035
9.384573,-2.8864267,-0.32522857,0.37542605
9.3845825,-2.8864172,-0.32521808,0.37543273
