Nothing,Left,Main,Right
53.33157,38.076515,40.177788,47.52461
68.49693,67.70547,68.73907,68.79132
12.296816,12.142765,10.977525,6.5886774
89.15111,89.02689,89.177635,89.15806
89.7913,89.889015,88.74611,88.737564
65.37575,64.61852,65.605225,65.59671
11.159096,11.136511,11.256007,10.765265
57.88668,57.878056,58.1349,57.640213
67.01836,67.28853,66.69669,67.602516
66.75438,66.379654,67.12304,66.69856
5.3484406,4.264033,4.663825,4.17282
61.702644,61.87915,61.80671,61.666737
68.52946,67.87567,68.65203,68.635376
105.023636,104.74776,104.315926,104.66278
66.33768,65.898384,66.30209,66.16919
7.8204603,-4.805082,-2.6545544,-0.4543879
35.688484,35.522713,35.64841,35.352535
97.411415,96.898926,97.3468,97.58466
13.370407,20.33602,18.707142,12.241181
17.55441,17.6344,17.420103,17.301956
7.128539,5.735775,9.420051,0.5973871
15.844372,15.530265,16.093002,15.528647
6.382672,6.375878,5.9713354,1.3155625
49.249527,54.997375,53.64678,49.048054
60.828167,60.735825,61.011993,58.478626
44.1756,30.97324,32.79613,40.279037
100.2777,99.72139,100.11037,99.308556
8.381507,8.737219,9.084017,9.150803
76.94419,76.88547,77.03802,76.769905
80.45603,79.8154,80.82529,79.85926
13.862402,13.543705,14.36366,13.862585
19.131144,19.862022,19.421318,18.655704
64.28217,61.83245,59.114567,64.559494
9.117061,8.9414425,8.624566,8.734318
89.08225,88.71266,89.3708,88.057175
87.92759,87.47294,86.23817,87.930725
104.04426,103.676834,103.9719,102.89761
74.320114,75.26349,72.62917,72.93567
55.426373,55.418144,55.399372,55.53531
33.5111,33.1776,34.05573,33.92691
24.063572,22.52619,18.617151,24.044136
-9.346586,-20.251514,-18.477898,-15.0467615
-17.608406,-27.99018,-25.389284,-23.606304
36.01448,22.553432,22.774874,24.244827
110.84055,110.778534,110.18093,110.67234
29.552637,29.26126,29.58463,29.302334
85.34735,85.533585,85.45577,84.547485
41.80018,41.680595,41.551586,44.16161
-8.75762,-19.408434,-15.999688,-15.58451
46.18486,46.103836,46.664867,46.02236
105.416725,104.77231,105.51548,105.649475
102.63431,101.05237,103.8151,103.284256
12.438419,12.207277,12.506794,12.856074
92.30793,92.195305,92.485664,90.945244
15.4248495,15.152212,15.758382,15.380291
70.119606,69.13339,68.38105,69.97447
36.96189,22.778454,24.561241,31.265795
30.901209,30.582838,31.046173,30.630493
25.400597,25.879198,26.420712,24.920504
47.418976,46.959145,47.320736,47.32162
-17.052841,-27.521038,-25.189274,-22.244751
25.575315,25.7875,25.684788,25.68922
1.3641993,1.2746929,0.9892818,1.3058751
17.88014,19.922318,20.224735,21.762604
33.762405,33.844444,34.080845,33.194355
88.31001,88.33255,88.38473,87.60007
21.978594,21.24412,22.340717,17.962204
15.830015,16.349207,17.38561,18.622387
0.4738413,-11.919502,-10.12997,-5.9902353
97.60238,98.1794,97.58261,96.94333
9.887093,9.988344,8.982503,4.6212606
16.097696,14.843163,14.627052,11.993535
1.3684508,1.21501,1.1494609,1.4351151
76.529625,75.529495,76.61096,76.63855
11.216935,11.800428,12.423354,4.8031983
40.63431,41.742905,40.936283,40.533916
101.36384,100.15638,102.189575,101.27373
47.657104,47.449085,48.17922,48.465435
96.89507,96.79306,96.019066,95.9224
19.027428,17.825577,16.706074,13.764948
47.292603,47.021,47.963837,47.00567
5.393004,5.6407294,5.65039,5.381566
29.283083,15.46167,17.77753,24.552034
45.14491,44.588703,45.56504,45.515408
12.566356,0.88077295,1.862034,5.8938704
30.02057,29.91459,30.15624,28.88461
6.435743,6.492348,6.2751856,6.21304
60.834797,60.149773,60.02578,61.136593
44.562668,44.393875,44.819355,44.222404
80.81712,80.79275,79.6015,80.0251
80.80146,79.02786,81.05439,81.15613
46.023445,45.153584,46.21848,45.72198
1.4661919,1.3790668,1.0694834,1.3915837
-61.07801,-65.02922,-60.52891,-63.707584
85.32815,83.60968,85.820526,85.736725
6.687072,-6.4201465,3.0440512,-3.334985
33.8961,33.36956,33.829,33.506626
71.900635,71.37941,69.02451,72.11943
-5.940558,-17.581842,-15.233577,-12.660538
81.454094,80.67958,81.50689,81.24695
35.533257,35.536163,35.48342,35.235775
101.35813,100.622284,101.29218,100.8719
56.92019,57.687744,56.552525,56.188103
61.25412,60.712303,61.889343,61.556866
94.56237,92.467026,95.29148,95.152405
99.06161,97.827194,99.10735,99.37381
112.73113,112.68896,113.14026,112.95869
23.487932,24.100431,23.76942,23.038422
36.09754,36.731873,36.50868,35.59147
54.505028,54.564713,54.871044,54.703526
-17.665876,-15.519124,-17.56257,-22.845821
-1.687466,-2.4673345,12.943238,3.1878765
49.930565,49.309338,50.562218,50.002495
56.32013,55.42146,56.40273,56.636456
30.822075,31.09749,30.798862,30.235355
12.7159395,10.528414,8.945913,12.892343
2.3671806,-8.396277,-6.5641103,-5.483563
19.58548,7.3648458,8.629009,15.482951
8.413677,-3.1499908,-1.0868386,-0.50456834
68.684364,67.745514,67.84695,69.04857
-55.26502,-62.34691,-58.0544,-59.0675
34.816795,33.868675,34.55602,35.64417
17.16353,15.577591,15.864684,12.646747
54.241493,54.2735,55.05441,54.70402
98.98609,98.474915,99.04514,98.82233
73.25318,72.813255,73.632,73.349846
88.96069,87.30647,89.59471,89.46178
91.91088,91.06918,92.46995,92.768715
-63.773163,-68.339584,-63.87253,-66.42255
37.242867,36.92665,36.99773,36.901325
36.67811,37.565712,37.84267,33.638912
-51.61356,-59.136116,-49.86841,-52.80433
53.277298,52.390373,53.923267,53.537426
97.75369,97.37655,96.81118,97.47514
105.91903,103.77971,106.83019,107.31059
1.4670502,-10.720737,-9.152654,-4.8131905
44.816666,45.2211,44.828503,44.447147
45.63344,45.146317,41.971485,44.586704
13.350281,13.634173,14.248772,14.142452
9.384595,-2.8864076,-0.32520568,0.37544608
25.671637,13.473016,15.169911,14.590253
53.322533,53.373142,53.41793,53.506123
44.579887,44.872772,44.650963,44.651863
46.357903,42.30461,43.097286,47.656994
2.6583478,2.5108435,3.2242837,2.8691452
29.21158,29.200853,29.746311,29.751392
12.184526,12.059826,12.091756,12.340432
81.2242,80.66038,81.37929,80.66753
46.60795,45.81073,47.056812,47.219845
56.077583,55.953125,56.899433,56.002163
25.527174,25.11764,26.069868,25.395935
59.93855,59.83074,60.099953,59.839985
20.992525,20.892242,21.133606,20.554123
99.751205,99.48417,99.64245,100.13723
89.29797,87.007034,90.61588,90.987946
42.005558,42.01387,42.24348,42.1583
69.49685,69.17533,70.012535,69.855606
6.9312325,-6.0367603,-3.3323803,-1.9763601
70.92867,71.03632,71.27582,69.92853
50.70193,50.20941,50.58696,50.918484
43.502277,43.93338,44.93407,41.992756
10.3371,-2.0306299,-0.32785594,1.9454381
34.37165,33.93241,34.2964,34.220505
10.241804,8.455051,12.029119,3.4590123
66.64292,65.58127,67.213036,66.61331
48.90794,48.696213,48.98362,49.121883
24.34914,7.7146697,11.060462,12.311155
77.69504,77.56006,77.73008,76.937325
8.837697,8.402671,8.92974,9.072125
55.464375,55.15189,56.160534,56.227646
115.17875,115.01233,115.22553,115.10145
30.95397,32.10792,31.823452,30.43841
63.686592,64.50918,63.990192,61.791435
11.017666,10.684937,10.828886,10.866464
55.30448,55.3445,55.540577,55.371075
32.80593,35.720093,38.1904,33.974293
12.702459,-2.182369,1.2303115,4.908202
54.73239,54.67413,54.312687,53.91873
71.39974,70.72708,71.45072,71.73074
5.6051955,8.172121,2.376359,1.5750024
48.955276,49.0739,49.373253,49.12942
9.923681,10.431315,10.008443,11.12591
81.40249,81.35965,81.95316,80.485374
91.15905,91.29935,91.34999,90.72487
117.99068,117.574104,118.183655,118.31907
59.863518,57.60808,60.26148,61.713917
1.94061,2.4473298,2.3234844,1.967715
3.134272,1.1914076,-3.9327052,4.494512
3.146738,2.6426833,2.9975429,-2.6708925
11.693963,-1.203159,1.1198612,2.4851682
29.61911,29.652227,29.68554,28.98508
28.185114,28.073002,28.055054,27.51836
48.48354,48.910477,48.326473,48.161797
18.549562,9.832103,13.881897,16.192398
27.903414,27.624224,28.32244,27.527191
1.56978,1.4406875,1.2031456,1.5415099
7.7186065,7.627218,7.3773756,7.38752
86.18057,86.56685,86.35519,85.201294
13.819519,13.308527,13.776142,14.032058
9.494215,-3.1211956,-0.84317577,0.2615435
67.18626,65.74704,68.433174,66.78264
122.454834,123.07317,122.95938,118.90499
7.843916,-5.3632464,-3.5553465,0.2843597
44.316246,44.358032,44.717712,44.082066
65.04419,65.324196,50.29208,63.95465
22.322088,22.129553,22.344473,21.83557
31.70373,31.08424,32.080204,31.670738
93.88392,94.198715,94.05083,91.91189
59.00889,59.039318,59.306137,58.673286
79.35703,77.64714,80.5345,80.1407
29.585926,29.698816,30.53225,29.701052
25.39997,25.038,25.254173,25.170895
19.512665,6.6016088,7.44975,11.873561
18.187368,17.391363,12.868295,18.285078
24.706604,22.738962,24.231104,27.491373
73.191,70.574165,69.6976,68.986496
78.98386,78.90495,77.92556,78.61406
17.698294,17.833704,17.926363,17.47129
71.92355,71.442635,71.952156,71.952705
9.581178,-2.9519155,-0.6547183,0.30174232
103.51852,102.633575,103.81585,103.9181
18.188202,17.489363,12.763226,18.221714
47.710144,47.942245,48.031,48.202892
91.58232,90.30812,89.47972,91.95645
20.553564,21.33884,22.050709,22.577908
79.9989,79.91438,79.30184,79.33652
9.546267,-2.8358343,-0.3611673,0.36810756
38.950855,39.01737,38.934704,38.547626
47.8151,48.58995,36.00148,47.974583
68.02038,67.36682,68.2318,67.86345
16.891064,16.581177,17.407757,16.740364
61.10437,61.62556,62.25756,60.999233
0.25458014,-11.140994,-7.227355,-7.7109847
79.923325,79.891495,80.837326,78.99818
22.32244,22.184156,22.757395,22.193136
-18.623327,-24.838493,-27.107143,-16.182865
13.766392,13.252719,13.740314,14.075729
50.23558,49.58716,50.493862,50.28464
66.19782,67.03824,53.709686,63.13029
41.029064,40.85354,41.373222,41.230682
105.12414,104.9881,104.45171,104.872665
47.50458,47.72785,47.995193,47.429405
68.32687,69.07779,68.535065,67.11769
-13.891557,-24.396877,-22.723433,-18.948606
47.345104,46.606125,47.259995,47.722504
62.387527,62.094604,62.712223,62.979305
11.088281,10.777771,11.251811,10.858657
26.35018,14.525894,14.512447,15.04272
103.68777,102.674034,103.25517,103.416695
27.274933,27.840265,29.099075,26.476896
108.96018,108.844635,108.77859,107.11421
18.907257,4.1418223,7.1334534,9.1991415
7.9169793,7.9177155,7.8057356,7.9819927
49.62976,49.473755,50.263775,50.216396
9.398694,-3.188833,-1.0193151,0.40215325
52.12681,51.49104,51.278255,51.710728
85.79954,84.44934,84.638664,86.27904
37.142715,37.069073,36.719982,36.426174
-41.375298,-49.264008,-45.376858,-45.6732
55.054,54.751396,55.10404,54.431026
27.283442,14.725752,13.504483,28.087994
53.554848,53.613205,53.667892,53.993484
31.433336,31.629313,31.774315,31.96605
38.788017,38.262836,38.932095,38.910915
28.1657,28.0323,28.642033,27.779842
10.55964,8.966191,6.767058,10.3185005
33.077873,32.699207,32.729008,32.775208
7.11762,-5.490117,-3.429843,-0.85489154
23.32485,21.780401,18.032482,23.371832
31.834589,32.308346,32.205776,32.411064
114.17679,112.38229,114.95052,114.51886
53.320457,54.08153,52.98859,52.801495
79.326126,79.53209,79.03919,79.11676
18.844862,19.091402,19.221886,18.626045
48.547874,48.694984,48.91946,49.39457
82.08948,81.6375,82.38181,81.58418
27.199076,27.351751,27.139019,26.895596
92.76814,92.04024,93.349075,93.6528
67.26262,66.943344,67.60924,67.5177
11.535728,14.481775,20.02385,19.668793
59.577248,59.42154,51.921314,56.440357
29.33446,29.844543,29.37551,28.863514
68.952965,67.69571,68.99857,69.27462
26.147984,26.683971,27.084599,26.109257
93.46232,91.08016,94.808945,94.65384
65.83333,65.722466,66.005806,65.53495
12.23458,12.478121,13.06286,13.684046
98.3937,97.02228,97.1731,98.07877
96.576836,96.996124,96.40686,95.49158
38.832012,38.915936,38.883118,38.00421
8.6910305,-3.8866222,-1.7529477,0.067351595
24.631557,24.90156,23.226727,18.068409
11.405184,10.975735,12.060957,11.291313
34.08179,33.735497,34.045483,34.03397
-9.304535,-10.477511,-15.231823,-8.253728
18.045904,17.957088,17.886173,17.606323
40.370102,40.753113,40.631527,39.931683
50.78134,50.77933,51.060703,50.741943
65.34719,65.516205,65.65879,65.5713
17.55629,16.790667,17.93077,17.508184
-16.462326,-25.336264,-23.54815,-21.812107
21.429785,20.642237,21.90266,21.508198
7.321476,7.2689557,7.4053946,7.247203
80.780495,79.341034,81.36677,81.328384
46.519867,46.798275,46.69413,44.78378
58.167274,57.93975,47.671223,54.89133
100.32129,97.17599,101.40707,101.760635
11.008131,14.205159,7.0201144,6.709772
80.84304,80.32472,80.69376,80.44511
61.159782,61.241356,56.806957,59.074226
58.6285,56.27248,59.1396,60.76917
9.361378,-2.8736274,-0.21347369,0.39497542
25.061573,26.74067,30.468481,25.309793
73.234245,72.958755,72.970726,73.41046
67.60077,67.28084,67.7864,67.551956
74.04462,74.0,74.06407,74.03638
63.45758,63.670662,63.576656,63.04172
51.948395,50.42148,52.25482,52.537033
9.293443,-3.2774084,-1.1468533,0.39469218
19.60438,20.131865,20.156874,19.134212
101.842186,101.10392,102.24563,101.939415
7.354028,7.295997,7.176483,7.1165557
88.37231,86.68135,88.874214,88.95163
107.01741,106.94499,107.338264,105.261444
65.012764,65.086464,63.880486,64.30334
41.715836,40.716072,41.503,42.020462
95.74255,94.34301,96.67057,95.98624
52.924057,51.701687,53.257973,53.745277
93.52867,92.16629,92.52195,94.12859
144.39249,145.02705,148.83754,141.69806
97.31893,97.6343,97.301476,95.95595
60.94861,61.220715,61.363438,61.41682
39.52698,40.437973,41.265797,39.45286
22.377317,22.566755,22.102684,21.922314
107.65997,106.82904,107.66436,106.88188
24.050175,9.892999,11.248963,15.52369
101.64918,101.15854,101.57486,100.552124
74.952675,75.34497,74.48289,74.91472
103.78001,103.44179,103.05671,103.590385
9.517216,-2.8741062,-0.42767704,0.34577155
74.003136,74.08017,74.01527,73.635544
12.092094,12.151074,12.523807,12.33093
21.953363,20.415995,22.57222,22.972353
40.337936,40.04481,40.709553,40.038837
48.065735,47.647125,48.91455,47.992527
-51.574425,-58.76164,-49.44767,-52.390846
4.7781954,-7.7163577,-5.7720914,-2.7159312
8.124111,-4.4564605,-2.333146,-0.15743993
36.45151,36.58361,38.528427,35.975872
12.530249,-0.7928339,1.0728599,3.3989284
18.166208,17.40168,12.810203,18.248495
104.746475,104.401474,104.6834,104.18225
84.04215,81.21947,84.951584,86.19572
23.281761,20.85222,19.2741,18.832521
62.73801,62.49524,62.8871,62.625072
3.1082156,3.0388072,1.4593607,3.0849059
8.207888,5.914376,5.1037426,8.511087
9.534982,9.711928,10.314399,9.844844
109.6646,109.68501,109.63625,107.01035
73.48695,71.699326,73.66517,74.15538
9.365114,9.183884,8.99636,9.007331
65.00512,62.472694,66.630486,67.08751
24.910301,25.365091,25.601143,25.600552
25.136122,25.849665,26.29985,22.834045
43.708206,44.16185,45.00436,45.539383
23.475302,22.147753,17.905071,23.376087
-6.1996408,-19.171007,-13.229123,-13.735929
9.383553,-3.1996372,-1.0683578,0.43560958
9.951973,-1.9154078,-0.3554381,0.8434875
104.13452,103.338005,104.7416,104.80473
93.986206,93.88916,94.24572,92.69479
36.642117,36.75864,37.358124,36.558678
98.42856,97.8424,99.38721,97.97991
86.568596,83.65611,87.89472,88.657616
67.16484,67.031975,65.78594,66.54616
124.929,125.12214,125.74203,123.452545
22.079683,22.226807,22.352633,21.729656
17.403084,16.691305,17.581917,17.39093
12.148029,-0.08535446,1.6974727,2.539457
40.138527,39.623146,40.308727,40.101772
108.70969,108.19788,109.01122,109.23374
102.135895,102.131424,100.93371,101.161446
23.783098,22.483572,18.133286,23.638096
70.656815,69.92206,70.74995,70.64063
80.7649,79.66487,80.672775,80.9167
42.273895,42.42112,42.44975,42.315487
9.536007,-2.7483346,-0.21038522,0.49871278
9.383196,-3.199888,-1.0685843,0.4353273
83.19013,80.761505,84.76017,84.43683
76.74551,76.66647,77.0023,76.32497
68.79219,68.234314,69.24785,69.19336
7.1777368,7.167847,6.912349,6.8754168
81.127464,81.41594,81.45981,80.56742
32.44918,32.160744,32.80776,31.906918
13.685061,1.3264145,2.2718658,5.796712
22.266367,22.389826,22.283047,22.225311
12.847812,12.88334,13.066509,12.62326
85.14276,84.44998,85.19899,84.78323
5.738409,5.368077,5.84037,5.6552186
97.01489,97.00017,96.4287,97.44321
25.910885,25.519213,25.666584,25.476063
47.799244,48.679634,49.409836,46.42368
77.47508,77.472176,77.6821,76.63487
22.35844,22.402658,23.276157,23.090767
87.52358,86.15387,85.93394,88.477036
57.620003,57.52172,57.714176,57.58234
41.797344,42.410408,43.014374,43.15795
5.499066,-6.8765483,-4.796564,-2.4196157
81.6225,81.53623,81.10288,81.35071
106.28902,104.35174,107.17435,107.45575
13.483522,13.479472,13.903854,13.218017
15.604776,3.4359696,3.7893949,6.8808184
46.774956,46.230297,43.38912,46.68219
58.425602,57.89422,58.77769,58.187645
118.57495,120.708176,120.328,116.31054
70.113884,69.94566,68.41203,69.05177
86.37911,85.70068,86.386116,86.43442
102.94965,102.71919,102.815956,102.08484
35.259655,36.644817,37.23257,33.17387
97.19486,96.92862,97.50088,97.47521
6.43414,6.49293,6.269391,6.209524
50.38585,49.51201,50.398903,50.722073
6.2750964,5.9498487,6.188875,6.219641
45.721336,45.504005,46.34921,45.548798
-9.618591,-20.396963,-17.995304,-16.127014
31.91924,31.50059,32.967205,32.012123
60.883385,59.625046,49.91947,57.18456
73.21436,72.14185,73.25555,73.50931
30.420465,29.781874,30.206509,30.759356
80.11823,79.17284,79.60079,80.44655
-17.052767,-27.520979,-25.18922,-22.244686
31.840673,31.466944,32.632534,31.786112
71.970726,70.60907,71.69901,72.23064
11.705538,-0.97915995,0.7474481,2.6461217
2.9314992,2.4594834,2.8141212,-2.8747957
8.308549,8.17643,8.377886,8.296178
80.97828,79.998474,80.87601,81.10634
71.366554,71.10204,71.16734,70.68199
9.45272,-2.8046377,-0.18645562,0.44659448
78.74169,77.99172,78.66044,78.702614
81.8452,80.93837,81.93536,81.77963
74.900276,72.89583,70.33634,75.233665
-17.618786,-27.587744,-25.06055,-23.271908
74.96842,74.06094,74.980385,75.2923
101.6079,102.04166,102.171745,99.91995
28.708872,28.189348,28.801155,28.590816
9.119461,8.991308,8.682405,8.714282
105.72546,105.40643,106.21853,105.01747
87.25938,86.98422,87.296196,87.14546
60.040558,60.159798,56.917217,59.148937
64.475586,63.736088,65.02385,64.77297
7.117604,-5.4901314,-3.4298558,-0.8549092
7.226867,7.1887965,7.0318294,6.973108
72.629616,71.54314,74.07589,73.232956
96.15185,96.51042,96.39083,94.780304
7.374464,7.333531,7.087884,7.0647597
55.417725,54.120407,46.054253,52.488453
13.743036,11.644376,9.720442,13.918178
49.894356,48.94168,43.021435,47.977776
9.386161,-3.2217977,-0.9723948,0.2650926
62.342117,61.51331,62.465153,62.64795
90.090065,90.78629,89.913055,89.31239
107.782585,107.82308,108.06567,106.8407
33.175797,32.563805,33.020466,33.077415
108.360756,108.35852,108.5249,107.34038
33.901844,34.241108,34.230984,34.01819
21.840322,11.749831,11.254241,12.024348
49.26613,49.366306,49.59843,49.553474
51.217255,50.44249,51.211716,51.565334
98.55531,98.46114,97.434296,97.88384
18.487675,17.655607,13.165271,18.561266
100.298775,100.5771,99.21021,99.14049
61.993763,58.741943,60.8295,58.492695
7.555937,7.438104,7.6492295,7.5329556
9.962109,-2.3825834,0.48121893,1.0027783
0.15667595,-12.200127,-10.378715,-6.2986355
25.189457,24.60591,25.88,25.179916
84.57827,84.18685,84.687386,83.75415
58.990307,57.06215,55.409443,59.450977
21.594536,7.3867574,8.890179,12.302785
99.89312,99.46133,99.94678,99.42552
9.349992,9.603981,9.540635,9.088407
115.75579,115.79115,115.370674,114.62215
65.41361,64.90694,65.66685,65.59713
92.23898,92.14754,91.98765,91.417305
20.20872,18.74771,15.812283,19.98371
-64.78391,-71.72633,-59.156113,-62.83766
12.682995,12.552372,12.673643,12.340085
88.13647,86.75844,89.24196,88.84561
15.782505,15.094143,16.279575,15.768725
22.658895,22.95556,26.481834,21.030083
44.3179,43.611183,43.878548,43.887352
85.96391,83.1706,87.16791,87.11969
83.86794,83.77563,83.75035,83.45726
84.38409,81.57434,85.77402,85.61727
24.438457,24.74938,24.276318,24.142616
-46.906864,-55.743027,-47.325466,-49.728893
23.238802,21.6999,17.956272,23.289398
112.74112,112.308044,112.97546,111.21837
70.47104,70.57039,71.02667,70.502
66.14787,66.36452,66.13588,65.51709
71.627884,71.41371,71.32955,71.5304
87.3935,87.492165,87.79884,86.1182
31.186424,31.508062,32.040657,31.691525
45.393085,45.64878,45.632202,45.205364
29.813635,30.123453,30.830559,29.866951
47.120125,46.571022,46.87927,47.124275
22.485807,8.290907,9.865266,11.550681
36.75807,37.20288,37.33437,36.912407
21.26269,7.8746886,8.921591,13.295361
75.65942,75.069145,75.29006,75.20358
9.204056,-3.0087907,-0.35926282,0.28238654
8.691608,-3.9073656,-1.7326826,-0.02482437
9.408673,-2.9956625,-0.6428188,0.28791118
12.439958,-0.21303429,1.7532846,2.5727155
9.930138,9.937569,9.645116,10.103031
69.93297,69.433464,69.60863,70.329285
7.303599,-3.2982948,-2.085338,-1.1370852
-3.5279443,-15.441078,-13.552799,-9.880466
8.720614,8.558262,8.860311,8.815789
5.4583335,6.7731156,5.538503,5.438499
50.80589,51.04983,51.684933,51.90457
18.914427,18.712978,19.029306,18.754972
105.06891,104.48585,105.1976,104.21872
109.1734,107.72865,110.03883,109.92546
44.996445,45.153168,45.884037,45.830975
14.597128,2.5569012,4.9555354,5.0164895
66.708275,66.08511,66.97908,66.93555
9.3949175,-3.1746128,-0.88545597,0.16425683
94.44781,92.89321,95.408,95.46582
56.79683,56.209347,55.396015,56.79381
56.016434,54.956215,55.866695,56.273464
120.59705,120.34571,120.80943,120.68819
80.112755,79.081924,80.18249,80.164536
62.13245,62.07106,61.905724,61.67982
22.067442,21.656551,22.265333,21.703487
29.11379,29.607409,29.92439,30.313286
43.818092,43.676723,44.232018,43.945034
6.382637,6.375851,5.9713106,1.315531
5.8709316,-6.672615,-4.6417933,-1.8926799
41.992287,41.732533,42.34124,41.696606
16.19014,4.467441,5.3730516,5.9299664
66.62309,66.94397,59.918118,64.64253
106.691345,106.47877,106.9504,105.52258
-56.119728,-61.11469,-56.986694,-59.37831
9.518813,-2.7884471,-0.23041143,0.42517543
41.77191,42.297363,42.185894,41.50585
5.3401074,5.9415774,5.4875975,5.2805276
2.0878294,-9.682703,-6.113057,-5.99619
52.36174,51.86399,52.780193,52.670547
78.685905,78.5688,78.67786,78.17147
6.9683394,6.0823045,17.653606,13.305093
12.256058,9.394935,11.213422,13.004273
95.522896,94.054405,96.38651,96.37068
45.724316,34.161697,35.496944,41.84262
45.809456,45.171085,45.68576,46.02497
96.39368,97.17605,95.824615,94.81776
83.00898,80.09927,83.824295,84.30101
77.97321,78.057396,78.71889,76.478325
23.426397,22.64061,23.273642,23.491257
36.712723,36.374897,36.743786,36.327057
-54.56344,-61.675255,-57.38013,-58.41052
82.83365,82.53428,82.79518,82.636246
97.20113,98.185135,97.70303,95.268425
73.40729,72.713135,74.25639,75.25833
54.502083,54.660667,55.24966,51.949375
15.433496,15.543351,16.14229,16.579296
30.213442,29.823488,30.221981,30.129269
12.992069,13.368652,13.187115,12.4910145
56.48123,55.55317,56.40973,57.099655
18.318964,17.663916,18.636953,18.357452
1.6237274,1.3911518,1.6889707,1.9258535
19.023779,19.247667,19.493351,19.407202
54.35678,54.68831,54.789303,54.42907
16.693998,2.9951785,6.0123034,8.235762
52.997818,52.70231,52.984135,52.814655
66.92917,65.721146,67.6341,67.0515
60.74679,60.586613,48.770557,56.704174
65.25596,65.31572,64.71336,65.18324
78.10002,77.58839,78.1301,78.36198
103.58363,104.00897,103.38938,102.00232
28.078508,28.034113,27.702526,28.035938
105.672745,105.78521,106.32157,105.030754
86.156555,85.12265,86.94683,86.87702
92.343735,92.19415,92.62799,92.300735
94.05206,93.81645,93.1049,93.57643
7.0318065,-4.9382443,-3.5929842,4.316957
56.3451,56.134068,56.548428,56.498825
28.163298,28.385956,28.454395,27.985943
26.247229,25.83618,27.128258,26.35067
21.390314,20.960417,21.513344,21.05349
12.651045,12.976728,13.196735,12.575603
-3.4894745,-13.242117,-8.399913,-10.147207
45.940678,45.632977,45.981567,45.709625
71.64977,71.45435,71.63834,72.22573
30.062763,30.601452,30.40448,30.400589
9.11187,-4.141028,-1.8027147,0.6317241
47.464554,46.28189,47.696503,47.415726
55.638878,56.27618,57.376564,57.545074
15.1908245,14.323372,15.366629,15.155521
52.52013,53.478855,52.211224,51.736935
37.963142,37.792862,38.10096,37.495705
77.26994,76.90815,77.64118,77.00639
103.86393,103.607765,103.823845,103.149826
82.80215,82.588356,82.67776,82.28888
-7.639356,-16.753637,-11.115354,-11.625377
54.85937,53.30732,54.414112,56.171635
65.207565,64.998276,65.11371,64.53833
14.928484,14.50853,13.148248,9.215907
29.573076,29.302301,29.8526,29.26635
62.310913,61.93045,63.137806,63.149227
